age,workStatus,facultyDummy,staffDummy,gender,race_1,race_2,race_3,race_9,race_10,race_11,race_12,race_12_TEXT,race_13,income,childrenDependents,schoolDivision,schoolDivision_25_TEXT,originlat,originlon,destinlat,destinlon,total_trips_old,commuteCampus_1,commute_days,modeChoice_1old,modeChoice_2old,modeChoice_3old,modeChoice_4old,modeChoice_5old,modeChoice_6old,modeChoice_7old,modeChoice_8old,modeChoice_9old,modeChoice_10old,modeChoice_1,modeChoice_2,modeChoice_3,modeChoice_4,modeChoice_5,modeChoice_6,modeChoice_7,modeChoice_8,modeChoice_9,modeChoice_10,arrivalTime,totalHours,reasonabilyUtilize_1,reasonabilyUtilize_2,reasonabilyUtilize_3,reasonabilyUtilize_4,reasonabilyUtilize_5,reasonabilyUtilize_6,reasonabilyUtilize_7,reasonabilyUtilize_8,whyBike_1,whyBike_2,whyBike_3,whyBike_5,whyBike_6,whyBike_7,whyBike_8,whyBike_9,whyBike_10,whyWalk_1,whyWalk_2,whyWalk_4,whyWalk_5,whyWalk_6,whyWalk_7,whyCarpool_1,whyCarpool_2,whyCarpool_3,whyCarpool_4,whyCarpool_5,whyCarpool_6,whyCarpool_7,whyVanpool_1,whyVanpool_2,whyVanpool_3,whyVanpool_4,whyVanpool_5,whyVanpool_6,whyTransit_1,whyTransit_2,whyTransit_3,whyTransit_4,whyTransit_6,whyTransit_7,whyTransit_8,whyTransit_9,whyTransit_10,scenarioBikeWalkDr,scenarioCarpoolD,scenarioTransitD,scenarioBikeWalkTr,envImpact_1,envImpact_1_dummy,envImpact_2,envImpact_2_dummy,longdistYN,longdistTripsCompare_1,longdistTripsCompare_2,longdistTripsCompare_3,longdistTripsCompare_4,longdistTripsNYC,longdistTripsBos,longdistTripsPitt,longdistTripsDriveRe_1,longdistTripsDriveRe_2,longdistTripsFlyReas_1,longdistTripsFlyReas_2,longdistTripsFlyReas_3,geometry
25-34,Staff,0,1,"",White,"","","","","","","","","$40,000 - $59,999",No,Division of Human Resources,"",40.0999077,-75.1527928,39.9557556,-75.1953023,8,4,4,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,Personal car,Public Transit,Walk,Bike,"",Rideshare or taxi,Vanpool,"Other mobility device (Scooter, Hoverboard, etc.)","","","","",Weather,"","",I have to bring a change of clothes,I prefer my current type of transportation,"","","","","","","","","","",Don't know how to find a carpool partner,"","","","",Takes too long,"","","","","","","","","","","","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.","","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1527928|40.0999077
25-34,Staff,0,1,Woman,White,"","","","","","","","","$60,000 - $79,999",Yes,The Wharton School,"",39.9382576380261,-75.1740404746826,39.951330546770784,-75.19901801775208,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6:00-8:00 AM,21-30 hours,Personal car,Public Transit,Walk,Bike,"",Rideshare or taxi,"","","",I believe it's unsafe,"","",Weather,"","",I have to bring a change of clothes,"","","","","","",I prefer my current type of transportation,Not compatible with my schedule,Too expensive,Takes too long,"",Don't know how to find a carpool partner,"","","","","","","","","","","","","","","","","","Walk or bike more than three days per week.

Drive or take transit as needed.  Parking costs $17 per day.","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Agree,Agree,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1740404746826|39.9382576380261
55-64,Staff,0,1,"",White,"","","","","","","","","$80,000 - $99,999",No,Provost Center,"",40.2414952,-75.2837862,39.9565128,-75.1937293,2,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6:00-8:00 AM,11-20 hours,"",Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2837862|40.2414952
55-64,Staff,0,1,Woman,White,"","","","","","","","","$150,000 or more",No,None of the above,"",39.8023363,-75.0640602,39.9499701,-75.19300590000002,4,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,31-40 hours,Personal car,"","","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","","","","","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"","",Strongly disagree,Disagree or Nuetral,Strongly disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.0640602|39.8023363
25-34,Staff,0,1,Man,"","","",Asian,"","","","","","$150,000 or more",Yes,Perelman School of Medicine,"",40.0195261,-75.6218097,39.9496699,-75.1977186,14,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,11-20 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","",Don't know how to find a carpool partner,"","","","","","","","",Not compatible with my schedule,Too expensive,Takes too long,"","","",I prefer my current type of transportation,It doesn't seem clean,"","",Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.6218097|40.0195261
45-54,Staff,0,1,"","","","","","","","","",Prefer not to answer,"$100,000 - $119,999",Yes,School of Veterinary Medicine,"",39.908204,-75.1848562,39.95122840000001,-75.20103399999999,5,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6:00-8:00 AM,31-40 hours,Personal car,"","","",Carpool,Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Neither agree nor disagree,Disagree or Nuetral,Strongly disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1848562|39.908204
25-34,Staff,0,1,Woman,White,"","","","","","","","","$100,000 - $119,999",No,Perelman School of Medicine,"",40.034173520146,-75.2109476707275,39.94644494782219,-75.1960675878357,2,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8:00-10:00 AM,11-20 hours,"",Public Transit,"",Bike,"","","","","",I believe it's unsafe,"","","",I can't park my bike,I can't carry my work materials,I have to bring a change of clothes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.2109476707275|40.034173520146
35-44,Staff,0,1,Woman,White,"","","","","","","","","$60,000 - $79,999",No,Penn Libraries,"",39.968559,-75.17566,39.95278649999999,-75.1934428,5,5,5,0,4,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,8:00-10:00 AM,0-10 hours,"",Public Transit,Walk,Bike,"","","","",I don't own a bicycle,I believe it's unsafe,"","","","",I can't carry my work materials,I have to bring a change of clothes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Neither agree nor disagree,Disagree or Nuetral,Neither agree nor disagree,Disagree or Nuetral,Yes,"","","",1-2 trips,"Take SEPTA to PHL, fly to LaGuardia","Take SEPTA to PHL, fly to Boston Logan","Take SEPTA to 30th St. Station, take Amtrak to Pittsburgh","","",Neither agree nor disagree,Agree,Disagree,-75.17566|39.968559
25-34,Graduate Student,0,0,Woman,White,"","","","","","","","","Less than $20,000",No,Carey School of Law,"",39.9659578439365,-75.1631399772461,39.953929477421916,-75.19310642908326,5,5,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10:00-12:00 PM,11-20 hours,"",Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1631399772461|39.9659578439365
25-34,Graduate Student,0,0,Woman,White,"","","","","","","","","$20,000 - $39,999",No,Perelman School of Medicine,"",39.9316399,-75.1728719,39.9495468,-75.1946455,7,5,5,0,2,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,8:00-10:00 AM,31-40 hours,"",Public Transit,Walk,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1728719|39.9316399
35-44,Staff,0,1,"",White,"","","","","","","","","$60,000 - $79,999",Yes,Perelman School of Medicine,"",40.1313817,-75.1370254,39.9501477,-75.19388289999999,2,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8:00-10:00 AM,11-20 hours,Personal car,Public Transit,"","",Carpool,Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","",I prefer my current type of transportation,"","","","","","","","","","","","","","","","","","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","",Agree,Agree,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1370254|40.1313817
55-64,Faculty,1,0,Man,White,"","","","","","","","","$150,000 or more",No,Perelman School of Medicine,"",40.0021177,-75.3004009,39.9583587,-75.1953934,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,0-10 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"",Takes too long,"",Don't know how to find a carpool partner,"",I prefer my current type of transportation,"","","","","","","","",Takes too long,"",Would have to transfer,"",I prefer my current type of transportation,"","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Agree,Agree,Neither agree nor disagree,Disagree or Nuetral,Yes,3-4 trips,1-2 trips,1-2 trips,3-4 trips,"Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Take a taxi or use rideshare to get to PHL, fly to Boston Logan","Take a taxi or use rideshare to get to PHL, fly to Pittsburgh","","",Agree,Agree,Disagree,-75.3004009|40.0021177
25-34,Staff,0,1,Woman,White,"","","","","","","","","$40,000 - $59,999",No,None of the above,"",40.0581587,-75.1779765,39.9521872,-75.194811,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,"",Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Strongly Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1779765|40.0581587
35-44,Staff,0,1,"",White,"","","","","","","","","$80,000 - $99,999",No,Perelman School of Medicine,"",39.9644541,-75.145782,39.9583587,-75.1953934,6,3,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8:00-10:00 AM,0-10 hours,"",Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.145782|39.9644541
45-54,Staff,0,1,Woman,White,"","","","","","","","","$80,000 - $99,999",No,Penn Libraries,"",40.0812219,-75.1893436,39.95705410000001,-75.19760889999999,10,5,5,1,4,5,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","","","","","","","","","","","","","","","","","","","","",Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,"Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Agree,Agree,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1893436|40.0812219
25-34,Graduate Student,0,0,Man,White,"","","","","","","","","$60,000 - $79,999",Yes,Carey School of Law,"",39.9974186,-75.2367509,39.9539018,-75.1929845,6,6,6,0,5,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,8:00-10:00 AM,More than 40 hours,"",Public Transit,"","","",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Disagree,Disagree or Nuetral,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.2367509|39.9974186
25-34,Staff,0,1,Man,White,"","","","","","","","","$80,000 - $99,999",No,Perelman School of Medicine,"",39.9439664,-75.1752387,39.9496699,-75.1977186,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,"",Public Transit,Walk,Bike,"","","","Other mobility device (Scooter, Hoverboard, etc.)",I don't own a bicycle,I believe it's unsafe,"","","","","","",I prefer my current type of transportation,"","","","","","","","","","","","","","","","","","","","","",Takes too long,"","",I live too close to work,I prefer my current type of transportation,"","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.1752387|39.9439664
45-54,Staff,0,1,Man,White,"","","","","","","","","$40,000 - $59,999",No,None of the above,"",39.9300591,-75.1775433,39.94623989999999,-75.196556,5,5,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,"",Public Transit,"",Bike,"",Rideshare or taxi,Vanpool,"",I don't own a bicycle,"","","",Weather,"","",I have to bring a change of clothes,I prefer my current type of transportation,"","","","","","","","","","","","","","","","","","",I prefer my current type of transportation,"","","","","","","","","","","","","",Neither agree nor disagree,Disagree or Nuetral,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1775433|39.9300591
45-54,Staff,0,1,Woman,White,"","","","","","","","","$150,000 or more",Yes,School of Nursing,"",39.9167783,-75.387693,39.9522188,-75.1932137,4,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6:00-8:00 AM,More than 40 hours,Personal car,"","","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","","","","","","","","","","","","","","","","","","","","",Carpool to work every day with one other person. Pay approximately $80 monthly cost via payroll pre-tax exemption for parking.,"","",Neither agree nor disagree,Disagree or Nuetral,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.387693|39.9167783
25-34,Graduate Student,0,0,Man,White,"","","","","","","","","$80,000 - $99,999",No,Perelman School of Medicine,"",40.0169915,-75.1883651,39.9476966,-75.1925668,5,5,5,0,3,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,8:00-10:00 AM,More than 40 hours,"",Public Transit,"",Bike,"",Rideshare or taxi,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Take public transit three days per week. 
Walk or bike two days per week. 
Pay for monthly transit fare up to $280 via payroll pre-tax deduction.",Agree,Agree,Agree,Agree,No,"","","","","","","","","","","","",-75.1883651|40.0169915
35-44,Staff,0,1,Woman,White,"","","","","","","","","$150,000 or more",Yes,Perelman School of Medicine,"",39.8402594,-74.9427745,39.9487447,-75.1928516,4,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6:00-8:00 AM,11-20 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","",Need a car before or after work,"","","","","","","","","","","","","","","","","","","",Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,Drive alone to work every day.Pay $210 monthly cost via payroll pre-tax deduction for parking.,"",Neither agree nor disagree,Disagree or Nuetral,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-74.9427745|39.8402594
25-34,Staff,0,1,Man,White,"","","","","","","","","$100,000 - $119,999",No,Perelman School of Medicine,"",39.9752582,-75.1305488,39.94623989999999,-75.196556,8,4,4,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6:00-8:00 AM,31-40 hours,"",Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Disagree,Disagree or Nuetral,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1305488|39.9752582
25-34,Staff,0,1,Woman,White,"","","","","","","","","$40,000 - $59,999",No,Perelman School of Medicine,"",39.9661551923217,-75.1383349082764,39.958140193404525,-75.19866396616212,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6:00-8:00 AM,0-10 hours,"",Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Agree,Agree,Disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.1383349082764|39.9661551923217
35-44,Staff,0,1,Woman,White,"","","","","","","","","$150,000 or more",No,Perelman School of Medicine,"",39.9375431,-75.1596224,39.9487447,-75.1928516,5,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8:00-10:00 AM,31-40 hours,"",Public Transit,"",Bike,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Takes too long,"","","",I prefer my current type of transportation,"","","","","","Walk or bike three days per week.
Take public transit two days per week.
Pay for transit fare.
Receive $20/month in bicycle expenses.",Strongly Agree,Agree,Agree,Agree,Yes,"","","",3-4 trips,"Take SEPTA to 30th St. Station, take Amtrak to New York Penn Station","Take SEPTA to PHL, fly to Boston Logan","Take SEPTA to PHL, fly to Pittsburgh","","",Strongly agree,Agree,Neither agree nor disagree,-75.1596224|39.9375431
25-34,Staff,0,1,Man,"","","",Asian,"","","","","","$150,000 or more",No,Vice Provost for University Life,"",39.926813,-75.0246312,39.9522485,-75.19521410000002,3,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8:00-10:00 AM,More than 40 hours,Personal car,Public Transit,"","","","","","","","","","","","","","","","","","","","","",Not compatible with my schedule,"","","",Don't know how to find a carpool partner,"",I prefer my current type of transportation,"","","","","","","","","","","","","","","","","","Drive alone three days a week
Take public transit two days a week
Pay $210 for monthly parking.Pay for transit fare.
Both together are eligible for upto $280 monthly payroll pre-tax exemption.","",Neither agree nor disagree,Disagree or Nuetral,Neither agree nor disagree,Disagree or Nuetral,No,"","","","","","","","","","","","",-75.0246312|39.926813
55-64,Staff,0,1,Woman,White,"","","","","","","","","$120,000 - $139,999",No,The Wharton School,"",40.0640001,-75.186566,39.9530251,-75.197059,4,4,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8:00-10:00 AM,21-30 hours,"",Public Transit,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Strongly Agree,Agree,Strongly Agree,Agree,No,"","","","","","","","","","","","",-75.186566|40.0640001
